year,university,school,course,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,course_category
2018,Singapore Institute of Technology,Newcastle University,science with in food and human nutrition,90.4,69.2,2837.0,2800.0,2895.0,2900.0,2625.0,3200.0,Sciences
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),accountancy,96.3,91.5,3188.0,3050.0,3216.0,3075.0,3000.0,3250.0,Accountancy
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),engineering with in information and communications technology (information security),100.0,100.0,4111.0,4000.0,4116.0,4045.0,4000.0,4400.0,Engineering
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),engineering with in information and communications technology (software engineering),95.7,95.7,3838.0,4000.0,3914.0,4000.0,3600.0,4300.0,Engineering
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),engineering with in sustainable infrastructure engineering (land),98.3,96.6,3618.0,3456.0,3688.0,3550.0,3400.0,3800.0,Engineering
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),hospitality business,92.1,81.6,2898.0,2800.0,2991.0,2825.0,2600.0,3175.0,Business & Administration
2018,Singapore Institute of Technology,SIT-University of Glasgow,science with in nursing,95.3,90.7,3260.0,3350.0,3536.0,3500.0,3350.0,3800.0,Health Sciences
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,bachelor in science (diagnostic radiography),95.8,87.5,3476.0,3300.0,3571.0,3350.0,3300.0,3800.0,Health Sciences
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,bachelor in science (occupational therapy),96.6,96.6,3409.0,3450.0,3431.0,3460.0,3300.0,3610.0,Health Sciences
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,bachelor in science (physiotherapy),100.0,100.0,3258.0,3300.0,3276.0,3300.0,3000.0,3600.0,Health Sciences
2018,Singapore Institute of Technology,Technische Universität München,science in chemical engineering,83.7,75.5,3048.0,3000.0,3298.0,3200.0,3000.0,3550.0,Engineering
2018,Singapore Institute of Technology,Technische Universität München,science in electrical engineering and information technology,83.3,69.4,3506.0,3500.0,3609.0,3500.0,3300.0,4000.0,Information Technology
2018,Singapore Institute of Technology,The Culinary Institute of America,business administration in food business management,86.5,64.9,2643.0,2530.0,2929.0,2663.0,2415.0,3300.0,Business & Administration
2018,Singapore Institute of Technology,The Glasgow School of Art,arts with in communication design,84.9,54.7,2818.0,2850.0,3055.0,2950.0,2550.0,3000.0,Arts & Social Sciences
2018,Singapore Institute of Technology,The Glasgow School of Art,arts with in interior design,92.3,76.9,2710.0,2700.0,2796.0,2775.0,2500.0,3000.0,Arts & Social Sciences
2018,Singapore Institute of Technology,University of Glasgow,engineering with in aeronautical engineering,78.0,70.7,3440.0,3200.0,3454.0,3200.0,3000.0,3500.0,Engineering
2018,Singapore Institute of Technology,University of Glasgow,engineering with in aerospace systems,82.4,61.8,3412.0,3300.0,3451.0,3380.0,3025.0,3875.0,Engineering
2018,Singapore Institute of Technology,University of Glasgow,engineering with in mechanical design engineering,94.3,90.6,3587.0,3400.0,3718.0,3500.0,3100.0,4000.0,Engineering
2018,Singapore Institute of Technology,University of Glasgow,engineering with in mechatronics,93.7,87.3,3633.0,3500.0,3812.0,3600.0,3275.0,4298.0,Engineering
2018,Singapore Institute of Technology,University of Glasgow,science with in computing science,94.7,89.3,3926.0,3929.0,3996.0,4000.0,3500.0,4225.0,Information Technology
2018,Singapore Institute of Technology,University of Liverpool,arts with in criminology and security,91.9,74.2,3645.0,3500.0,3726.0,3729.0,3260.0,4100.0,Arts & Social Sciences
2018,Singapore Institute of Technology,Wheelock College,science in early childhood education,100.0,98.2,2897.0,2925.0,2911.0,2925.0,2800.0,3100.0,Education
2018,Singapore Management University,School of Accountancy (4-year programme) *,accountancy,96.4,92.3,3576.0,3000.0,3607.0,3000.0,3000.0,3650.0,Accountancy
2018,Singapore Management University,School of Accountancy (4-year programme) *,accountancy,96.3,95.1,4396.0,3450.0,4439.0,3550.0,3013.0,4773.0,Accountancy
2018,Singapore Management University,School of Business (4-year programme) *,business management,91.6,86.5,4017.0,3600.0,4133.0,3700.0,3250.0,4500.0,Business & Administration
2018,Singapore Management University,School of Business (4-year programme) *,business management,97.4,95.6,4433.0,4000.0,4544.0,4000.0,3500.0,4800.0,Business & Administration
2018,Singapore Management University,School of Economics (4-year programme) *,economics,91.1,85.6,4017.0,3500.0,4140.0,3700.0,3200.0,4600.0,Arts & Social Sciences
2018,Singapore Management University,School of Economics (4-year programme) *,economics,93.4,89.5,4599.0,4000.0,4721.0,4000.0,3500.0,5200.0,Arts & Social Sciences
2018,Singapore Management University,School of Information Systems (4-year programme) *,information systems,93.6,89.5,4058.0,4000.0,4160.0,4000.0,3600.0,4600.0,Information Technology
2018,Singapore Management University,School of Information Systems (4-year programme) *,information systems,100.0,97.2,4584.0,4650.0,4659.0,4685.0,4200.0,5000.0,Information Technology
2018,Singapore Management University,School of Social Sciences (4-year programme) *,social sciences,85.6,74.4,3336.0,3200.0,3409.0,3210.0,3000.0,3710.0,Sciences
2018,Singapore Management University,School of Social Sciences (4-year programme) *,social sciences,84.2,78.9,3818.0,3550.0,3880.0,3600.0,3200.0,4100.0,Sciences
2018,Singapore Management University,School of Law (4-year programme) *,law,92.7,90.8,4704.0,4500.0,4856.0,4500.0,4050.0,5600.0,Law
2018,Singapore Management University,School of Law (4-year programme) *,law,94.4,92.6,4986.0,4750.0,5256.0,5513.0,4500.0,6000.0,Law
2018,Singapore University of Social Sciences,School of Business,science in finance,88.0,84.0,3364.0,3400.0,3393.0,3400.0,3200.0,3500.0,Business & Administration
2018,Singapore University of Social Sciences,School of Business,science in marketing,94.0,84.0,2925.0,3000.0,3023.0,3000.0,2650.0,3245.0,Business & Administration
2019,Nanyang Technological University,College of Business (Nanyang Business School),accountancy,97.5,94.0,3220.0,3000.0,3254.0,3000.0,3000.0,3200.0,Accountancy
2019,Nanyang Technological University,College of Business (Nanyang Business School),accountancy and business,97.9,95.2,4284.0,4000.0,4359.0,4000.0,3200.0,4600.0,Accountancy
2019,Nanyang Technological University,College of Business (Nanyang Business School),business,93.8,83.1,3707.0,3500.0,3797.0,3600.0,3200.0,4000.0,Business & Administration
2019,Nanyang Technological University,College of Business (Nanyang Business School),business and computing,94.4,83.3,4479.0,4833.0,4562.0,4833.0,3600.0,5000.0,Information Technology
2019,Nanyang Technological University,College of Engineering,aerospace engineering,87.5,80.7,3816.0,3700.0,3939.0,3800.0,3500.0,4600.0,Engineering
2019,Nanyang Technological University,College of Engineering,bioengineering,81.3,64.1,3445.0,3400.0,3548.0,3500.0,3200.0,3700.0,Engineering
2019,Nanyang Technological University,College of Engineering,chemical and biomolecular engineering,88.6,78.1,3681.0,3600.0,3921.0,3800.0,3500.0,4300.0,Engineering
2019,Nanyang Technological University,College of Engineering,civil engineering,94.9,90.6,3525.0,3400.0,3582.0,3500.0,3300.0,3900.0,Engineering
2019,Nanyang Technological University,College of Engineering,computer engineering,94.6,94.6,3994.0,4000.0,4074.0,4000.0,3600.0,4500.0,Information Technology
2019,Nanyang Technological University,College of Engineering,computer science,97.4,95.9,4270.0,4050.0,4309.0,4200.0,3800.0,4900.0,Information Technology
2019,Nanyang Technological University,College of Engineering,electrical and electronic engineering,92.6,87.1,3769.0,3700.0,3884.0,3700.0,3500.0,4000.0,Engineering
2019,Nanyang Technological University,College of Engineering,environmental engineering,83.9,77.4,3574.0,3500.0,3596.0,3510.0,3400.0,3800.0,Engineering
2019,Nanyang Technological University,College of Engineering,information engineering and media,90.7,85.3,3934.0,3970.0,4006.0,4000.0,3600.0,4350.0,Engineering
2019,Nanyang Technological University,College of Engineering,maritime studies,98.3,93.2,3512.0,3400.0,3669.0,3500.0,3300.0,3700.0,Others
2019,Nanyang Technological University,College of Engineering,materials engineering,82.0,76.0,3601.0,3500.0,3817.0,3600.0,3300.0,4175.0,Engineering
2019,Nanyang Technological University,College of Engineering,mechanical engineering,84.5,82.1,3608.0,3500.0,3728.0,3600.0,3380.0,4005.0,Engineering
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","art, design and media",83.6,50.9,3031.0,3000.0,3068.0,3000.0,2800.0,3500.0,Others
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",chinese,90.1,79.0,3158.0,3150.0,3260.0,3210.0,2980.0,3500.0,Others
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",communication studies,90.4,69.4,3220.0,3200.0,3264.0,3200.0,2800.0,3500.0,Others
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",economics,88.2,79.8,3385.0,3300.0,3453.0,3400.0,3050.0,3600.0,Arts & Social Sciences
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",english,83.8,64.9,2987.0,3000.0,2997.0,3000.0,2565.0,3500.0,Others
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",history,73.0,56.8,3449.0,3500.0,3498.0,3500.0,3200.0,3800.0,Arts & Social Sciences
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",linguistics and multilingual studies,81.7,65.0,3265.0,3160.0,3365.0,3200.0,3000.0,3740.0,Arts & Social Sciences
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",philosophy,82.6,69.6,3288.0,3300.0,3369.0,3500.0,3300.0,3584.0,Arts & Social Sciences
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",psychology,89.2,73.1,3463.0,3350.0,3506.0,3400.0,3100.0,3800.0,Arts & Social Sciences
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",public policy and global affairs,90.2,87.8,3756.0,3691.0,3868.0,3850.0,3500.0,4345.0,Others
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",sociology,86.9,70.5,3305.0,3200.0,3441.0,3300.0,3040.0,3600.0,Arts & Social Sciences
2019,Nanyang Technological University,College of Sciences,biological sciences,81.6,66.3,3315.0,3300.0,3450.0,3300.0,3100.0,3600.0,Sciences
2019,Nanyang Technological University,College of Sciences,biomedical sciences and chinese medicine,95.2,85.7,2964.0,3000.0,2979.0,3000.0,2780.0,3200.0,Medicine
2019,Nanyang Technological University,College of Sciences,chemistry and biological chemistry,80.9,66.2,3246.0,3200.0,3338.0,3400.0,3000.0,3600.0,Sciences
2019,Nanyang Technological University,College of Sciences,environmental earth systems sciences,87.5,79.2,3401.0,3500.0,3416.0,3500.0,3200.0,3500.0,Sciences
2019,Nanyang Technological University,College of Sciences,mathematical sciences,91.2,79.6,3741.0,3549.0,3848.0,3599.0,3215.0,4070.0,Sciences
2019,Nanyang Technological University,College of Sciences,mathematics and economics,93.5,84.8,3838.0,3570.0,3996.0,3700.0,3400.0,4167.0,Sciences
2019,Nanyang Technological University,College of Sciences,physics and applied physics,90.0,78.6,3782.0,3500.0,3849.0,3500.0,3300.0,4200.0,Sciences
2019,Nanyang Technological University,Sports Science and Management,sports science and management,87.0,55.6,3289.0,3200.0,3438.0,3350.0,3000.0,3660.0,Business & Administration
2019,Nanyang Technological University,National Institute of Education (NIE),arts (with education),100.0,100.0,3629.0,3800.0,3710.0,3800.0,3600.0,3806.0,Education
2019,Nanyang Technological University,National Institute of Education (NIE),science (with education),100.0,100.0,3719.0,3800.0,3758.0,3800.0,3660.0,3840.0,Education
2019,Nanyang Technological University,Lee Kong Chian School of Medicine,medicine,100.0,100.0,4932.0,4700.0,5661.0,5700.0,5200.0,6092.0,Medicine
2019,National University of Singapore,Faculty of Arts & Social Sciences,arts,84.9,64.5,3225.0,3000.0,3456.0,3200.0,2800.0,3700.0,Arts & Social Sciences
2019,National University of Singapore,Faculty of Arts & Social Sciences,arts,92.7,68.2,3421.0,3500.0,3537.0,3500.0,3250.0,3800.0,Arts & Social Sciences
2019,National University of Singapore,Faculty of Arts & Social Sciences,social sciences,88.0,75.9,3590.0,3500.0,3674.0,3500.0,3212.0,3850.0,Sciences
2019,National University of Singapore,Faculty of Dentistry,dental surgery,100.0,97.3,4057.0,4200.0,4068.0,4200.0,4000.0,4500.0,Dentistry
2019,National University of Singapore,Faculty of Engineering,engineering (biomedical engineering),80.4,68.6,3480.0,3500.0,3535.0,3500.0,3200.0,3800.0,Engineering
2019,National University of Singapore,Faculty of Engineering,engineering (chemical engineering),92.4,86.7,3802.0,3700.0,3959.0,3950.0,3500.0,4300.0,Engineering
2019,National University of Singapore,Faculty of Engineering,engineering (civil engineering),95.0,93.0,3685.0,3500.0,3746.0,3600.0,3400.0,4025.0,Engineering
2019,National University of Singapore,Faculty of Engineering,engineering (electrical engineering),89.6,85.2,3957.0,3800.0,4101.0,4000.0,3600.0,4600.0,Engineering
2019,National University of Singapore,Faculty of Engineering,engineering (engineering science),84.6,84.6,4115.0,3500.0,4285.0,3750.0,3400.0,5200.0,Engineering
2019,National University of Singapore,Faculty of Engineering,engineering (environmental engineering),89.5,80.7,3473.0,3400.0,3569.0,3400.0,3200.0,3900.0,Engineering
2019,National University of Singapore,Faculty of Engineering,engineering (industrial and systems engineering),97.6,96.5,4303.0,3850.0,4451.0,4000.0,3500.0,4600.0,Engineering
2019,National University of Singapore,Faculty of Engineering,engineering (materials science and engineering),78.6,76.2,3796.0,3700.0,4086.0,4000.0,3700.0,4600.0,Engineering
2019,National University of Singapore,Faculty of Engineering,engineering (mechanical engineering),88.6,86.7,3745.0,3500.0,3847.0,3700.0,3400.0,4300.0,Engineering
2019,National University of Singapore,Faculty of Law,laws,95.7,93.0,5068.0,5000.0,5160.0,5400.0,4500.0,5800.0,Law
2019,National University of Singapore,Faculty of Science,science,84.0,59.3,3181.0,3000.0,3320.0,3100.0,2900.0,3600.0,Sciences
2019,National University of Singapore,Faculty of Science,science,88.5,72.3,3510.0,3355.0,3605.0,3500.0,3100.0,3800.0,Sciences
2019,National University of Singapore,Faculty of Science,science (pharmacy),100.0,95.5,3648.0,3600.0,3840.0,3750.0,3500.0,4000.0,Sciences
2019,National University of Singapore,NUS Business School,business administration,100.0,82.6,4799.0,4000.0,4925.0,4000.0,3400.0,5500.0,Business & Administration
2019,National University of Singapore,NUS Business School,business administration,95.5,91.0,4451.0,4000.0,4593.0,4150.0,3500.0,5000.0,Business & Administration
2019,National University of Singapore,NUS Business School,business administration (accountancy),93.8,93.8,3897.0,3000.0,4005.0,3000.0,3000.0,3800.0,Accountancy
2019,National University of Singapore,NUS Business School,business administration (accountancy),97.8,97.8,4008.0,3500.0,4093.0,3600.0,3000.0,4500.0,Accountancy
2019,National University of Singapore,School of Computing,computing (computer science),92.8,90.6,5477.0,5000.0,5571.0,5000.0,4205.0,5585.0,Information Technology
2019,National University of Singapore,School of Computing,computing (information systems),95.9,95.9,4210.0,4000.0,4330.0,4228.0,4000.0,4685.0,Information Technology
2019,National University of Singapore,School of Computing,science (business analytics),100.0,100.0,4811.0,5000.0,4881.0,5000.0,4050.0,5200.0,Business & Administration
2019,National University of Singapore,School of Design & Environment,arts (architecture),100.0,96.0,4156.0,4010.0,4199.0,4100.0,3800.0,4500.0,Architecture & Built Environment
2019,National University of Singapore,School of Design & Environment,arts (industrial design),86.2,48.3,3142.0,3200.0,3245.0,3300.0,3000.0,3500.0,Arts & Social Sciences
2019,National University of Singapore,School of Design & Environment,science (project and facilities management),88.3,80.6,3189.0,3100.0,3243.0,3155.0,3000.0,3480.0,Business & Administration
2019,National University of Singapore,School of Design & Environment,science (real estate),95.3,89.6,3431.0,3400.0,3494.0,3400.0,3100.0,3650.0,Architecture & Built Environment
2019,National University of Singapore,Yong Loo Lin School (Medicine),medicine and surgery,99.5,99.5,4607.0,4600.0,5218.0,5237.0,4950.0,5657.0,Medicine
2019,National University of Singapore,Yong Loo Lin School (Medicine),science (nursing),93.5,89.1,3123.0,3250.0,3314.0,3358.0,3200.0,3450.0,Health Sciences
2019,National University of Singapore,Yong Loo Lin School (Medicine),science (nursing),98.8,97.5,3389.0,3450.0,3612.0,3650.0,3515.0,3750.0,Health Sciences
2019,National University of Singapore,YST Conservatory of Music,music,82.6,39.1,3531.0,3500.0,3575.0,3500.0,2875.0,3900.0,Others
2019,National University of Singapore,Yale-NUS College,arts,96.0,77.0,4066.0,3600.0,4197.0,3684.0,3400.0,4567.0,Arts & Social Sciences
2019,National University of Singapore,Yale-NUS College,science,94.7,89.5,6962.0,5000.0,7139.0,5000.0,4150.0,9967.0,Sciences
2019,National University of Singapore,Multi-Disciplinary Programmes,engineering (computer engineering),92.9,91.7,4653.0,4000.0,4732.0,4000.0,3750.0,4900.0,Information Technology
2019,National University of Singapore,Multi-Disciplinary Programmes,environmental studies,88.4,67.4,3329.0,3300.0,3332.0,3325.0,3000.0,3600.0,Others
2019,Singapore Institute of Technology,DigiPen Institute of Technology,arts in game design,83.3,79.2,3122.0,3120.0,3167.0,3220.0,3000.0,3500.0,Arts & Social Sciences
2019,Singapore Institute of Technology,DigiPen Institute of Technology,fine arts in digital art and animation,81.3,50.0,3036.0,3150.0,3051.0,3150.0,2750.0,3275.0,Arts & Social Sciences
2019,Singapore Institute of Technology,DigiPen Institute of Technology,science in computer science and game design,91.3,87.0,3760.0,3800.0,3791.0,3800.0,3550.0,4000.0,Information Technology
2019,Singapore Institute of Technology,DigiPen Institute of Technology,science in computer science in real-time interactive simulation,100.0,94.9,4447.0,4400.0,4474.0,4400.0,4000.0,5200.0,Information Technology
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),accountancy,93.7,89.2,3181.0,3100.0,3239.0,3100.0,3000.0,3250.0,Accountancy
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),engineering with in information and communications technology (information security),97.5,95.0,4171.0,4000.0,4319.0,4100.0,3900.0,5000.0,Engineering
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),engineering with in information and communications technology (software engineering),100.0,97.4,4090.0,4034.0,4188.0,4190.0,3600.0,4550.0,Engineering
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),engineering with in pharmaceutical engineering,92.2,90.6,3237.0,3162.0,3748.0,3660.0,3500.0,4044.0,Engineering
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),engineering with in sustainable infrastructure engineering (building services),92.5,92.5,3433.0,3360.0,3484.0,3500.0,3200.0,3700.0,Architecture & Built Environment
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),engineering with in sustainable infrastructure engineering (land),93.8,90.6,3856.0,3800.0,3976.0,3842.0,3700.0,4210.0,Engineering
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),engineering with in telematics (intelligent transportation systems engineering),100.0,97.0,3777.0,3750.0,3811.0,3750.0,3500.0,4000.0,Engineering
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),hospitality business,89.1,74.6,2972.0,2800.0,3102.0,3000.0,2800.0,3270.0,Business & Administration
2019,Singapore Institute of Technology,SIT-DigiPen Institute of Technology,engineering in systems engineering (electromechanical systems),95.2,90.5,3931.0,3921.0,4024.0,3975.0,3500.0,4470.0,Engineering
2019,Singapore Institute of Technology,SIT-Massey University,food technology,93.0,88.4,2962.0,2975.0,2978.0,2975.0,2750.0,3250.0,Others
2019,Singapore Institute of Technology,SIT-Newcastle University,engineering with in chemical engineering,82.2,73.3,3217.0,3200.0,3463.0,3500.0,3200.0,3600.0,Engineering
2019,Singapore Institute of Technology,SIT-Newcastle University,engineering with in electrical power engineering,91.3,82.6,3489.0,3400.0,3542.0,3500.0,3250.0,3600.0,Engineering
2019,Singapore Institute of Technology,SIT-Newcastle University,engineering with in marine engineering,100.0,100.0,3318.0,3300.0,3393.0,3300.0,3200.0,3521.0,Engineering
2019,Singapore Institute of Technology,SIT-Newcastle University,engineering with in mechanical design and manufacturing engineering,80.0,66.7,3227.0,3100.0,3269.0,3100.0,3050.0,3500.0,Engineering
2019,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,bachelor in science (occupational therapy),100.0,100.0,3429.0,3400.0,3466.0,3425.0,3308.0,3650.0,Health Sciences
2019,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,bachelor in science (physiotherapy),98.3,98.3,3479.0,3400.0,3498.0,3400.0,3400.0,3620.0,Health Sciences
2019,Singapore Institute of Technology,SIT-University of Glasgow,science with in nursing,100.0,95.8,3522.0,3500.0,3772.0,3800.0,3450.0,4085.0,Health Sciences
2019,Singapore Institute of Technology,Technische Universität München,science in chemical engineering,81.8,77.3,3213.0,3100.0,3471.0,3300.0,3110.0,3600.0,Engineering
2019,Singapore Institute of Technology,The Culinary Institute of America,business administration in food business management,81.0,61.9,2532.0,2350.0,2852.0,2625.0,2200.0,3350.0,Business & Administration
2019,Singapore Institute of Technology,The Glasgow School of Art,arts with in communication design,78.7,55.3,2724.0,2800.0,2832.0,2800.0,2450.0,3000.0,Arts & Social Sciences
2019,Singapore Institute of Technology,The Glasgow School of Art,arts with in interior design,87.1,80.6,2692.0,2700.0,2760.0,2700.0,2400.0,3000.0,Arts & Social Sciences
2019,Singapore Institute of Technology,University of Glasgow,engineering with in aeronautical engineering,77.1,64.6,3500.0,3500.0,3597.0,3500.0,3200.0,4000.0,Engineering
2019,Singapore Institute of Technology,University of Glasgow,engineering with in aerospace systems,82.4,67.6,3863.0,3550.0,3993.0,3700.0,3400.0,4600.0,Engineering
2019,Singapore Institute of Technology,University of Glasgow,engineering with in mechanical design engineering,97.0,93.9,3569.0,3500.0,3722.0,3500.0,3300.0,3800.0,Engineering
2019,Singapore Institute of Technology,University of Glasgow,engineering with in mechatronics,93.2,83.1,3764.0,3600.0,3793.0,3600.0,3300.0,4000.0,Engineering
2019,Singapore Institute of Technology,University of Glasgow,science with in computing science,92.3,89.2,4294.0,4000.0,4366.0,4200.0,3700.0,5100.0,Information Technology
2019,Singapore Institute of Technology,University of Liverpool,arts with in criminology and security,80.2,70.4,3647.0,3526.0,3823.0,3695.0,3400.0,4050.0,Arts & Social Sciences
2019,Singapore Management University,School of Accountancy (4-year programme) *,accountancy,96.4,93.7,3753.0,3000.0,3802.0,3050.0,3000.0,4000.0,Accountancy
2019,Singapore Management University,School of Accountancy (4-year programme) *,accountancy,97.9,97.9,4364.0,3500.0,4431.0,3600.0,3000.0,5000.0,Accountancy
2019,Singapore Management University,School of Business (4-year programme) *,business management,91.0,84.8,4056.0,3600.0,4181.0,3750.0,3300.0,4600.0,Business & Administration
2019,Singapore Management University,School of Business (4-year programme) *,business management,93.0,90.4,4504.0,4000.0,4614.0,4167.0,3600.0,5120.0,Business & Administration
2019,Singapore Management University,School of Economics (4-year programme) *,economics,87.1,81.3,4042.0,3800.0,4159.0,3900.0,3500.0,4500.0,Arts & Social Sciences
2019,Singapore Management University,School of Economics (4-year programme) *,economics,94.2,89.9,4401.0,4000.0,4520.0,4038.0,3600.0,4600.0,Arts & Social Sciences
2019,Singapore Management University,School of Information Systems (4-year programme) *,information systems,95.1,90.2,4413.0,4166.0,4549.0,4300.0,4000.0,5000.0,Information Technology
2019,Singapore Management University,School of Information Systems (4-year programme) *,information systems,98.0,96.0,5029.0,5000.0,5212.0,5000.0,4300.0,5550.0,Information Technology
2019,Singapore Management University,School of Social Sciences (4-year programme) *,social sciences,92.2,82.8,3523.0,3400.0,3629.0,3500.0,3065.0,4000.0,Sciences
2019,Singapore Management University,School of Social Sciences (4-year programme) *,social sciences,92.7,90.2,3599.0,3500.0,3742.0,3500.0,3100.0,4070.0,Sciences
2019,Singapore Management University,School of Law (4-year programme) *,law,99.1,98.2,4942.0,4600.0,5064.0,4900.0,4200.0,5800.0,Law
2019,Singapore Management University,School of Law (4-year programme) *,law,98.6,97.1,5136.0,5000.0,5324.0,5550.0,4500.0,6000.0,Law
2019,Singapore University of Social Sciences,S R Nathan School of Human Development,human resource management,87.1,74.2,2942.0,3000.0,2975.0,3000.0,2800.0,3300.0,Business & Administration
2019,Singapore University of Social Sciences,School of Business,accountancy,91.1,83.3,2880.0,3000.0,2900.0,3000.0,2750.0,3000.0,Accountancy
2019,Singapore University of Social Sciences,School of Business,science in finance,88.6,88.6,3708.0,3400.0,3722.0,3450.0,3085.0,3750.0,Business & Administration
2019,Singapore University of Social Sciences,School of Business,science in marketing,88.3,70.0,2993.0,3000.0,3169.0,3000.0,2800.0,3400.0,Business & Administration
2020,Nanyang Technological University,College of Business (Nanyang Business School),accountancy,96.0,88.7,3213.0,3000.0,3228.0,3000.0,3000.0,3100.0,Accountancy
2020,Nanyang Technological University,College of Business (Nanyang Business School),accountancy and business,97.6,91.3,4615.0,4327.0,4704.0,4405.0,3500.0,5000.0,Accountancy
2020,Nanyang Technological University,College of Business (Nanyang Business School),business,95.2,66.8,3973.0,3750.0,4113.0,3800.0,3300.0,4429.0,Business & Administration
2020,Nanyang Technological University,College of Business (Nanyang Business School),business and computer engineering/computing,97.4,97.4,5216.0,5200.0,5537.0,5400.0,5000.0,5750.0,Information Technology
2020,Nanyang Technological University,College of Engineering,aerospace engineering,91.2,75.8,4110.0,3980.0,4284.0,4000.0,3800.0,4945.0,Engineering
2020,Nanyang Technological University,College of Engineering,bioengineering,89.1,43.6,3428.0,3400.0,3473.0,3450.0,3200.0,3800.0,Engineering
2020,Nanyang Technological University,College of Engineering,chemical and biomolecular engineering,95.0,83.0,3732.0,3600.0,3948.0,3900.0,3500.0,4300.0,Engineering
2020,Nanyang Technological University,College of Engineering,civil engineering,95.7,87.0,3458.0,3400.0,3495.0,3500.0,3200.0,3800.0,Engineering
2020,Nanyang Technological University,College of Engineering,computer engineering,97.2,94.4,4069.0,4100.0,4136.0,4100.0,3627.0,4845.0,Information Technology
2020,Nanyang Technological University,College of Engineering,computer science,92.2,86.1,4508.0,4250.0,4558.0,4300.0,3880.0,5000.0,Information Technology
2020,Nanyang Technological University,College of Engineering,engineering and economics,100.0,94.1,4459.0,4450.0,4516.0,4450.0,3825.0,5050.0,Engineering
2020,Nanyang Technological University,College of Engineering,electrical and electronic engineering,94.5,75.1,3925.0,3800.0,4004.0,3880.0,3500.0,4370.0,Engineering
2020,Nanyang Technological University,College of Engineering,environmental engineering,90.2,58.5,3364.0,3375.0,3444.0,3450.0,3200.0,3800.0,Engineering
2020,Nanyang Technological University,College of Engineering,information engineering and media,96.0,70.0,4085.0,4000.0,4208.0,4000.0,3500.0,4500.0,Engineering
2020,Nanyang Technological University,College of Engineering,maritime studies,90.8,78.5,3608.0,3500.0,3646.0,3500.0,3300.0,3875.0,Others
2020,Nanyang Technological University,College of Engineering,materials engineering,91.5,69.0,3613.0,3600.0,3755.0,3700.0,3500.0,4000.0,Engineering
2020,Nanyang Technological University,College of Engineering,mechanical engineering,91.7,67.5,3861.0,3700.0,3977.0,3850.0,3500.0,4432.0,Engineering
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","art, design and media",90.4,35.7,2858.0,2800.0,2925.0,2800.0,2500.0,3300.0,Others
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",chinese,83.8,63.5,3251.0,3350.0,3310.0,3500.0,3000.0,3500.0,Others
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",communication studies,94.9,66.7,3378.0,3300.0,3440.0,3340.0,3000.0,3800.0,Others
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",economics,91.8,63.5,3756.0,3700.0,3926.0,3797.0,3400.0,4050.0,Arts & Social Sciences
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",english,90.9,43.2,3507.0,3450.0,3561.0,3450.0,3128.0,3900.0,Others
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",history,87.2,44.7,3558.0,3575.0,3644.0,3650.0,3250.0,4025.0,Arts & Social Sciences
